task,positional,seed,train_digits,ood_digits,n_train,cohort,ood,digits,d_model,n_layers,steps,params,lr,abacus_max_k,loss_reduction,final_loss,diverged,flat,device,n_eval,exact_acc,digit_acc,chance_exact,chance_digit,per_place_acc,mean_wrong_digits
square_scratch,rope_significance+scratch,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,5,8000,3956494,0.0003,8,token,0.0001,False,False,cuda:4,2000,0.4995,0.92104,0.0005,0.15096,1.000|1.000|1.000|0.909|0.564|0.920|0.995|0.999,1.224
square_scratch,rope_significance+scratch,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,5,8000,3956494,0.0003,8,token,0.0001,False,False,cuda:4,2000,0.0695,0.79437,0.0005,0.14501,1.000|1.000|1.000|0.926|0.353|0.186|0.588|0.943|0.997|1.000,2.156
square_scratch,rope_significance+scratch,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,5,8000,3956494,0.0003,8,token,0.0001,False,False,cuda:4,2000,0.0,0.53844,0.001,0.13803,0.800|0.954|0.772|0.481|0.215|0.139|0.122|0.135|0.331|0.699|0.945|0.969,5.431
square_scratch,rope_significance+scratch,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,5,8000,3956494,0.0003,8,token,0.0001,False,False,cuda:4,2000,0.0,0.26187,0.0005,0.13716,0.233|0.202|0.260|0.190|0.137|0.113|0.104|0.117|0.106|0.112|0.165|0.419|0.774|0.898,10.145
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21624,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,450,1.0,1.0,0.004444,0.24533,1.000|1.000|1.000|1.000|1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.224,1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21133,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.24695,0.001,0.2,0.089|0.208|0.095|0.203|0.112|0.201|0.108|0.261|0.103|0.521|0.816,8.284
carryless_square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166734,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.15865,0.001,0.19642,0.086|0.227|0.098|0.216|0.097|0.134|0.091|0.202|0.103|0.229|0.100|0.358|0.121,10.938
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,2000,0.9555,0.9948,0.0005,0.14399,1.000|1.000|1.000|0.996|0.988|0.984|0.990|0.997|0.998|0.998,1.09
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,5,0.6,0.75,0.2,0.375,1.000|0.333,1.0
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,45,0.17778,0.63743,0.022222,0.20468,0.889|0.378|0.422|0.917,1.676
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,450,0.20444,0.75881,0.002222,0.17073,0.991|0.849|0.447|0.487|0.893|0.931,1.74
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,2000,0.139,0.82293,0.0005,0.15096,0.999|1.000|0.986|0.604|0.247|0.834|0.963|0.993,1.595
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,2000,0.057,0.79827,0.0005,0.14501,1.000|1.000|0.998|0.962|0.379|0.176|0.581|0.951|0.992|0.992,2.087
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,2000,0.0,0.12052,0.001,0.13803,0.151|0.119|0.111|0.101|0.093|0.093|0.096|0.108|0.117|0.150|0.192|0.114,10.348
square_scratch,rope+scratch,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166734,0.0003,8,token,0.00821,False,False,cuda:7,2000,0.0,0.10536,0.0005,0.13716,0.123|0.111|0.116|0.097|0.101|0.096|0.098|0.101|0.109|0.107|0.102|0.103|0.099|0.116,12.296
raw_sum,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,2000,1.0,1.0,0.0005,0.41127,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
raw_sum,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,5,0.0,0.33333,0.2,0.6,0.600|0.200|0.200,2.0
raw_sum,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,45,0.28889,0.88642,0.022222,0.52099,0.956|0.800|1.000|0.889|0.689|0.956|0.844|0.867|0.978,1.438
raw_sum,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,450,0.74222,0.98074,0.002222,0.47911,1.000|1.000|1.000|1.000|0.973|0.998|0.891|0.887|0.967|0.996|1.000|1.000|1.000|1.000|1.000,1.121
raw_sum,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,2000,0.963,0.99817,0.0005,0.43557,1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.999|1.000|0.999|0.975|0.991|1.000|1.000|0.999|1.000|1.000|1.000|1.000|1.000|1.000,1.041
raw_sum,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,2000,0.859,0.99456,0.0005,0.40213,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.995|0.999|1.000|0.882|0.984|1.000|0.997|0.998|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,1.043
raw_sum,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,2000,0.0,0.26565,0.001,0.3693,0.242|0.328|0.201|0.323|0.280|0.378|0.091|0.104|0.089|0.146|0.132|0.676|0.085|0.107|0.123|0.114|0.102|0.637|0.097|0.111|0.612|0.134|0.098|0.640|0.106|0.112|0.364|0.281|0.322|0.665|0.000|0.310|0.756,24.233
raw_sum,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,8e-05,False,False,cuda:7,2000,0.0,0.19295,0.0005,0.3554,0.096|0.195|0.093|0.324|0.306|0.898|0.105|0.141|0.049|0.067|0.144|0.309|0.117|0.112|0.099|0.202|0.117|0.100|0.100|0.110|0.295|0.105|0.106|0.421|0.095|0.100|0.065|0.190|0.112|0.471|0.097|0.129|0.144|0.108|0.140|0.650|0.000|0.336|0.279,31.475
carry_only,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,2000,1.0,1.0,0.0005,0.14399,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carry_only,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,5,1.0,1.0,0.2,0.375,1.000|1.000,0.0
carry_only,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,45,1.0,1.0,0.022222,0.20468,1.000|1.000|1.000|1.000,0.0
carry_only,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,450,1.0,1.0,0.002222,0.17073,1.000|1.000|1.000|1.000|1.000|1.000,0.0
carry_only,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,2000,0.9985,0.99981,0.0005,0.15096,1.000|1.000|1.000|1.000|1.000|1.000|0.999|1.000,1.0
carry_only,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,2000,0.9935,0.99918,0.0005,0.14501,1.000|1.000|1.000|1.000|1.000|0.999|0.997|0.999|0.999|0.999,1.231
carry_only,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,2000,0.0,0.533,0.001,0.13803,0.891|0.492|0.521|0.546|0.930|0.616|0.131|0.819|0.818|0.325|0.112|0.093,5.495
carry_only,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3165708,0.0003,8,token,0.0,False,False,cuda:7,2000,0.0,0.30473,0.0005,0.13716,0.465|0.483|0.283|0.242|0.273|0.128|0.111|0.734|0.781|0.299|0.108|0.095|0.105|0.110,9.556
carryless_square,none,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,2000,0.001,0.32506,0.001,0.21624,0.565|0.383|0.204|0.314|0.216|0.446|0.198|0.299|0.286,5.783
carryless_square,none,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,none,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,45,0.02222,0.36296,0.044444,0.28148,0.467|0.311|0.311,1.955
carryless_square,none,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,450,0.0,0.27422,0.004444,0.24533,0.393|0.211|0.162|0.433|0.171,3.629
carryless_square,none,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,2000,0.0,0.26443,0.001,0.224,0.428|0.322|0.129|0.317|0.205|0.268|0.183,5.149
carryless_square,none,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,2000,0.0,0.24483,0.001,0.21133,0.500|0.294|0.146|0.230|0.115|0.341|0.143|0.214|0.220,6.796
carryless_square,none,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,2000,0.0,0.21591,0.001,0.2,0.572|0.299|0.131|0.222|0.126|0.157|0.096|0.199|0.145|0.207|0.222,8.625
carryless_square,none,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,1.71363,False,False,cuda:2,2000,0.0,0.21077,0.001,0.19642,0.574|0.284|0.143|0.209|0.123|0.175|0.113|0.219|0.119|0.191|0.129|0.202|0.259,10.26
carryless_square,learned,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21624,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,450,1.0,1.0,0.004444,0.24533,1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.224,1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21133,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,learned,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,2000,0.002,0.443,0.001,0.2,0.339|0.149|0.138|0.217|0.223|0.204|0.259|0.347|0.997|1.000|1.000,6.139
carryless_square,learned,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3170317,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.38565,0.001,0.19642,0.280|0.197|0.133|0.136|0.122|0.215|0.192|0.199|0.237|0.313|0.991|1.000|1.000,7.987
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21624,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,450,1.0,1.0,0.004444,0.24533,1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.224,1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21133,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.47136,0.001,0.2,0.881|0.246|0.099|0.242|0.105|0.223|0.107|0.295|0.987|1.000|1.000,5.815
carryless_square,sinusoidal,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.35808,0.001,0.19642,0.381|0.171|0.130|0.154|0.113|0.217|0.097|0.212|0.141|0.070|0.970|1.000|1.000,8.345
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,2000,0.011,0.7219,0.001,0.21624,0.492|0.648|0.718|1.000|0.991|0.936|0.577|0.580|0.480,2.407
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,450,0.20889,0.84178,0.004444,0.24533,0.633|1.000|1.000|1.000|0.576,1.0
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,2000,0.008,0.74007,0.001,0.224,0.450|0.666|1.000|1.000|1.000|0.660|0.405,1.834
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,2000,0.007,0.71633,0.001,0.21133,0.498|0.626|0.631|1.000|1.000|1.000|0.605|0.599|0.487,2.571
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,2000,0.0,0.33145,0.001,0.2,0.781|0.734|0.101|0.156|0.100|0.129|0.102|0.092|0.104|0.646|0.702,7.354
carryless_square,abacus,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3172877,0.0003,8,token,0.38792,False,False,cuda:2,2000,0.0,0.32423,0.001,0.19642,0.971|0.817|0.160|0.410|0.121|0.128|0.086|0.211|0.111|0.199|0.103|0.364|0.535,8.785
carryless_square,rope,0,1-2-3-4-5,6-7,24999,train_seen,False,-1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21624,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_1d,False,1,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,5,1.0,1.0,0.4,0.4,1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_2d,False,2,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,45,1.0,1.0,0.044444,0.28148,1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_3d,False,3,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,450,1.0,1.0,0.004444,0.24533,1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_4d,False,4,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.224,1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,id_5d,False,5,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,1.0,1.0,0.001,0.21133,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,0.0
carryless_square,rope,0,1-2-3-4-5,6-7,24999,ood_6d,True,6,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.43009,0.001,0.2,0.724|0.205|0.103|0.593|0.200|0.161|0.112|0.100|0.579|0.956|1.000,6.269
carryless_square,rope,0,1-2-3-4-5,6-7,24999,ood_7d,True,7,256,4,8000,3166221,0.0003,8,token,0.0,False,False,cuda:2,2000,0.0,0.3005,0.001,0.19642,0.299|0.117|0.144|0.185|0.106|0.224|0.118|0.203|0.207|0.080|0.498|0.731|0.993,9.094
